ticket_id,model,category,priority_reason,priority,sentiment,confidence,kb_article,reply,needs_human,latency_s,input_tokens,output_tokens,thinking_tokens,schema_errors,error
T035,Ministral 14B,INVOICE,"Customer is requesting a specific invoice, which is a routine information request with no urgency or risk.",L,neutral,high,KB02,"You can find and download invoice #85632 in **Settings → Billing → Invoices** by searching for the invoice number or date. If you’re unable to locate it, ensure you’re logged in as an admin or billing contact, as only these roles can view invoices.",False,1.89,2789,137,0,,
T036,Ministral 14B,FEEDBACK,Strong frustration (profanity) bumps the priority up one level from the topic's base level (L → M).,M,angry,high,KB08,"You can leave feedback or a formal complaint at **nimbuscrm.example/complaints** or via **Help → Give feedback** in the app. Complaints are acknowledged within 2 business days, and we’ll respond within 10 days. Let us know how we can improve—your input is valuable to us.",True,2.05,2787,151,0,,
T037,Ministral 14B,CONTACT,"Customer explicitly asked to speak with a human agent now, which qualifies as a medium-priority request under the rubric (v3).",M,frustrated,high,KB07,"We’re sorry for the frustration. You can reach a live agent now by opening the chat widget in the bottom-right corner of the app and typing 'agent'. If you’re outside our live support hours (Monday–Friday, 8:00–20:00 GMT), your message will be converted to an email ticket and prioritized for the next business day.",False,2.1,2788,164,0,,
T038,Ministral 14B,NEWSLETTER,No action needed urgently; information request about unsubscribing from the newsletter.,L,neutral,high,KB05,You can unsubscribe from the Nimbus newsletter by clicking **Unsubscribe** at the bottom of any newsletter email or by turning it off in **Settings → Notifications → Newsletter**. Changes take effect within 48 hours. Unsubscribing won’t affect your account or billing emails.,False,2.64,2785,133,0,,
T039,Ministral 14B,FEEDBACK,Information request with no urgency or risk; no action needed.,L,neutral,high,KB08,"You can leave a review or share product feedback using **Help → Give feedback** in the Nimbus CRM app, or by filling out the form at [nimbuscrm.example/feedback](nimbuscrm.example/feedback). Your input is valuable and goes directly to our product team.",False,1.75,2786,129,0,,
T040,Ministral 14B,INVOICE,Customer needs to view an invoice but isn't blocked and nothing is at risk.,M,neutral,high,KB02,"You can view and download invoice #37777 in **Settings → Billing → Invoices**. If you’re unable to see it, ensure you’re logged in as an admin or billing contact, as only these roles have access to invoices. Let us know if you need further assistance!",False,1.86,2787,135,0,,
T041,Ministral 14B,FEEDBACK,Formal complaint ('consumer reclamation') qualifies as a churn signal under the explicit rule for formal complaints.,H,angry,high,KB08,"Thank you for bringing this to our attention. We take all complaints seriously and will investigate promptly. Please submit your formal complaint at [nimbuscrm.example/complaints](nimbuscrm.example/complaints) or email **complaints@nimbuscrm.example**. You’ll receive an acknowledgement within **2 business days** and a detailed response within **10 business days**. If you’d like to discuss this further, a specialist will follow up shortly.",True,3.1,2787,177,0,,
T042,Ministral 14B,PAYMENT,"Customer is experiencing a payment issue, which blocks product access and risks churn.",H,neutral,high,KB03,"I’m sorry to hear about the trouble with your online payment. To resolve this quickly, please check if your card is expired or if there are insufficient funds, then click **Retry payment** in **Settings → Billing → Payment method**. If the issue persists, share the error message with us, and we’ll investigate further. Your account remains active for 7 days after a failed payment.",True,1.93,2786,152,0,,
T043,Ministral 14B,NEWSLETTER,No action needed urgently; information request about newsletter subscription.,L,neutral,high,KB05,"You can subscribe to our monthly Nimbus CRM newsletter by visiting **nimbuscrm.example/newsletter** or navigating to **Settings → Notifications → Newsletter** in your account. If you’d like to unsubscribe, click **Unsubscribe** at the bottom of any newsletter email or disable it in the same menu. Changes take effect within 48 hours.",False,2.05,2782,144,0,,
T044,Ministral 14B,CONTACT,Question about support hours is a low-priority information request (base level L).,L,neutral,high,KB07,"You can check our customer service hours in **Settings → Help → Contact us** or at [nimbuscrm.example/support-hours](https://nimbuscrm.example/support-hours). Live chat and phone support are available **Monday–Friday, 8:00–20:00 (GMT)**. Email support is answered 24/7.",False,1.98,2788,152,0,,
T045,Ministral 14B,REFUND,Asking how to get a refund (base level M).,M,neutral,high,KB04,"To request a refund, log in to your account and go to **Settings → Billing → Invoices**. Next to the relevant invoice, click **Request refund**. If you need further assistance, let us know the invoice number, and we’ll help.",False,2.54,2788,121,0,,
T046,Ministral 14B,PAYMENT,Question about payment methods (base level L).,L,neutral,high,KB03,"Nimbus CRM accepts Visa, Mastercard, American Express, and PayPal for all plans. Bank transfers (wire/ACH) are available only for annual plans of $5,000 or more. Cheques and cryptocurrency are not supported. You can update your payment method in **Settings → Billing → Payment method**.",False,2.44,2784,138,0,,
T047,Ministral 14B,ACCOUNT,Customer is blocked from using the product due to a sign-up error (base level H).,H,neutral,high,KB01,"If you’re encountering an error during sign-up, you can notify us directly by contacting support with a screenshot of the error. Our team will investigate and help resolve it as quickly as possible. You can reach us via email at **support@nimbuscrm.example** or use the chat widget in the app during live hours (Mon–Fri, 8:00–20:00 GMT).",True,2.08,2786,162,0,,
T048,Ministral 14B,REFUND,Asking about refund status or a problem with a refund qualifies as High priority if there is a perceived issue ('rebates of my money' implies a refund is expected but not received or disputed).,H,neutral,high,KB04,"I see you’re looking to request a refund. Could you share the invoice number or confirm if you’ve already submitted a refund request? Refunds are processed within 5 business days after approval, and you can track the status in **Settings → Billing → Invoices**. If you haven’t requested one yet, you can do so directly in the app or let me know, and I’ll guide you.",True,2.53,2786,181,0,,
T049,Ministral 14B,ACCOUNT,"Customer needs to update account details, but isn't blocked and nothing is at risk.",M,neutral,high,KB01,"To update your Platinum account details, go to **Settings → Profile** in your Nimbus CRM workspace. Here, you can edit your name, email, or company details. If you’re changing your email, you’ll need to confirm the update from both your old and new addresses. Let us know if you need further assistance!",False,2.02,2781,140,0,,
T050,Ministral 14B,FEEDBACK,Formal complaint lodging is a high-priority churn signal per the rubric.,H,neutral,high,KB08,"You can lodge a formal complaint at **nimbuscrm.example/complaints** or by emailing **complaints@nimbuscrm.example**. Every complaint receives a reference number, an acknowledgement within **2 business days**, and a written response within **10 business days**. If you need further assistance, let me know.",True,2.1,2782,143,0,,
